Route,Part,Express/ Local,Inbound / Outbound,KeyBl,StTime,EndTime,Start of Route,End of Route,Load Factor,Average Load,Riders Per Revenue Hour,Revenue Miles,Revenue Hours,Seats on Bus,Bus Type,Day,Peak or Off Peak,1-Factor Fully Allocated Cost,Redundancy,,,,,,,OBJECTID ,District,Count_Stops,,,,,,,,,
,,,,,,,,,,,,# of Miles a bus is running in service,# of Hours a bus is running in service,,See Fleet Tab,,,,,,,,,,,1,Adams,33,Route #,Redundancy,,,,,,,
3,S,,O,100207, 1:15 X, 1:34 X,3   UNON,34  UNON,0.31,13,69,3.121402,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302, 6:13 AM, 6:30 AM,NOB GALR,3   UNON,0.5,21,88,3.592803,0.28,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100301, 6:28 AM, 6:45 AM,NOB GALR,3   UNON,0.17,7,35,3.592803,0.28,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100305, 6:47 AM, 7:05 AM,NOB GALR,3   UNON,0.21,9,37,3.592803,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100303, 7:01 AM, 7:19 AM,NOB GALR,3   UNON,0.14,6,23,3.592803,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100304, 7:16 AM, 7:34 AM,NOB GALR,3   UNON,0.19,8,37,3.592803,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306, 7:31 AM, 7:49 AM,NOB GALR,3   UNON,0.21,9,37,3.592803,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302, 8:00 AM, 8:19 AM,NOB GALR,3   UNON,0.24,10,41,3.592803,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100308, 8:29 AM, 8:49 AM,NOB GALR,3   UNON,0.31,13,57,3.592803,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100303, 8:59 AM, 9:19 AM,NOB GALR,3   UNON,0.36,15,63,3.592803,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306, 9:28 AM, 9:49 AM,NOB GALR,3   UNON,0.33,14,49,3.592803,0.35,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302, 9:58 AM,10:19 AM,NOB GALR,3   UNON,0.45,19,83,3.592803,0.35,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100308,10:27 AM,10:49 AM,NOB GALR,3   UNON,0.4,17,68,3.592803,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100303,10:57 AM,11:19 AM,NOB GALR,3   UNON,0.36,15,65,3.592803,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306,11:27 AM,11:49 AM,NOB GALR,3   UNON,0.43,18,79,3.592803,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302,11:58 AM,12:21 PM,NOB GALR,3   UNON,0.62,26,107,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100308,12:28 PM,12:51 PM,NOB GALR,3   UNON,0.52,22,70,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100303,12:56 PM, 1:19 PM,NOB GALR,3   UNON,0.26,11,50,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306, 1:26 PM, 1:49 PM,NOB GALR,3   UNON,0.45,19,76,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302, 1:58 PM, 2:21 PM,NOB GALR,3   UNON,0.64,27,94,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100308, 2:28 PM, 2:51 PM,NOB GALR,3   UNON,0.52,22,81,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100303, 2:56 PM, 3:19 PM,NOB GALR,3   UNON,0.79,33,120,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306, 3:26 PM, 3:49 PM,NOB GALR,3   UNON,0.55,23,99,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302, 3:58 PM, 4:21 PM,NOB GALR,3   UNON,0.93,39,136,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100308, 4:28 PM, 4:51 PM,NOB GALR,3   UNON,0.67,28,107,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100303, 4:56 PM, 5:19 PM,NOB GALR,3   UNON,0.55,23,89,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306, 5:26 PM, 5:49 PM,NOB GALR,3   UNON,0.67,28,115,3.592803,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302, 5:57 PM, 6:19 PM,NOB GALR,3   UNON,0.79,33,136,3.592803,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100308, 6:25 PM, 6:47 PM,NOB GALR,3   UNON,0.48,20,90,3.592803,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100303, 7:00 PM, 7:29 PM,NOB GALR,5S  JAXN,0.6,25,54,4.446212,0.48,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306, 7:40 PM, 8:00 PM,NOB GALR,3   UNON,0.36,15,78,3.592803,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302, 8:10 PM, 8:30 PM,NOB GALR,3   UNON,0.88,37,147,3.592803,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100305, 8:40 PM, 9:00 PM,NOB GALR,3   UNON,0.43,18,81,3.592803,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100304, 9:11 PM, 9:30 PM,NOB GALR,3   UNON,0.43,18,76,3.592803,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306, 9:41 PM,10:00 PM,NOB GALR,3   UNON,0.43,18,82,3.592803,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100302,10:11 PM,10:30 PM,NOB GALR,3   UNON,0.67,28,107,3.592803,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100305,10:41 PM,11:00 PM,NOB GALR,3   UNON,0.43,18,76,3.592803,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100304,11:07 PM,11:25 PM,NOB GALR,3   UNON,0.14,6,47,3.592803,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306,11:37 PM,11:55 PM,NOB GALR,3   UNON,0.1,4,27,3.592803,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100305,12:36 AM, 1:01 X,NOB GALR,5S  JAXN,0.05,2,7,4.446212,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,I,100306, 1:36 X, 2:01 X,NOB GALR,5S  JAXN,0.1,4,17,4.446212,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302, 5:31 AM, 5:54 AM,5S  JAXN,NOB GALR,0.07,3,13,4.433333,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100301, 5:50 AM, 6:06 AM,3   PIKE,NOB GALR,0.14,6,15,3.5125,0.27,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100305, 6:09 AM, 6:34 AM,5S  JAXN,NOB GALR,0.17,7,19,4.433333,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100303, 6:30 AM, 6:48 AM,3   PIKE,NOB GALR,0.5,21,13,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100304, 6:45 AM, 7:03 AM,3   PIKE,NOB GALR,0.17,7,17,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306, 6:53 AM, 7:11 AM,3   PIKE,NOB GALR,0.14,6,13,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302, 7:23 AM, 7:41 AM,3   PIKE,NOB GALR,0.17,7,30,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100308, 7:53 AM, 8:11 AM,3   PIKE,NOB GALR,0.24,10,23,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100303, 8:23 AM, 8:41 AM,3   PIKE,NOB GALR,0.26,11,27,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306, 8:53 AM, 9:11 AM,3   PIKE,NOB GALR,0.29,12,27,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302, 9:23 AM, 9:42 AM,3   PIKE,NOB GALR,0.29,12,44,3.5125,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100308, 9:53 AM,10:12 AM,3   PIKE,NOB GALR,0.33,14,35,3.5125,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100303,10:23 AM,10:43 AM,3   PIKE,NOB GALR,0.4,17,33,3.5125,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306,10:54 AM,11:14 AM,3   PIKE,NOB GALR,0.48,20,42,3.5125,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302,11:23 AM,11:43 AM,3   PIKE,NOB GALR,0.57,24,66,3.5125,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100308,11:52 AM,12:12 PM,3   PIKE,NOB GALR,0.38,16,48,3.5125,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100303,12:24 PM,12:44 PM,3   PIKE,NOB GALR,0.5,21,63,3.5125,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306,12:54 PM, 1:15 PM,3   PIKE,NOB GALR,0.67,28,69,3.5125,0.35,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302, 1:22 PM, 1:43 PM,3   PIKE,NOB GALR,0.57,24,29,3.5125,0.35,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100308, 1:52 PM, 2:13 PM,3   PIKE,NOB GALR,0.45,19,31,3.5125,0.35,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100303, 2:24 PM, 2:45 PM,3   PIKE,NOB GALR,0.5,21,37,3.5125,0.35,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306, 2:54 PM, 3:16 PM,3   PIKE,NOB GALR,0.52,22,74,3.5125,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302, 3:22 PM, 3:45 PM,3   PIKE,NOB GALR,0.95,40,70,3.5125,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100308, 3:53 PM, 4:16 PM,3   PIKE,NOB GALR,0.5,21,42,3.5125,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100303, 4:24 PM, 4:47 PM,3   PIKE,NOB GALR,0.45,19,34,3.5125,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306, 4:53 PM, 5:16 PM,3   PIKE,NOB GALR,0.55,23,34,3.5125,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302, 5:23 PM, 5:46 PM,3   PIKE,NOB GALR,0.52,22,73,3.5125,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100308, 5:53 PM, 6:15 PM,3   PIKE,NOB GALR,0.52,22,41,3.5125,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100303, 6:23 PM, 6:45 PM,3   PIKE,NOB GALR,0.4,17,41,3.5125,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306, 7:00 PM, 7:21 PM,3   PIKE,NOB GALR,0.55,23,66,3.5125,0.35,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302, 7:30 PM, 7:49 PM,3   PIKE,NOB GALR,0.52,22,69,3.5125,0.32,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100305, 8:00 PM, 8:18 PM,3   PIKE,NOB GALR,0.67,28,77,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100304, 8:30 PM, 8:48 PM,3   PIKE,NOB GALR,0.36,15,53,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306, 9:00 PM, 9:18 PM,3   PIKE,NOB GALR,0.26,11,43,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100302, 9:30 PM, 9:48 PM,3   PIKE,NOB GALR,0.48,20,47,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100305,10:00 PM,10:18 PM,3   PIKE,NOB GALR,0.52,22,50,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100304,10:30 PM,10:48 PM,3   PIKE,NOB GALR,0.26,11,23,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306,11:00 PM,11:18 PM,3   PIKE,NOB GALR,0.21,9,17,3.5125,0.3,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100305,12:04 AM,12:21 AM,3   PIKE,NOB GALR,0.14,6,42,3.5125,0.28,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,N,,O,100306, 1:05 X, 1:21 X,3   PIKE,NOB GALR,0.05,2,22,3.5125,0.27,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100301, 5:27 AM, 5:50 AM,25S WALK,3   PIKE,0.19,8,26,4.107008,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100303, 6:07 AM, 6:30 AM,25S WALK,3   PIKE,0.67,28,83,4.107008,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306, 6:30 AM, 6:53 AM,25S WALK,3   PIKE,0.17,7,23,4.107008,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302, 7:00 AM, 7:23 AM,25S WALK,3   PIKE,0.24,10,34,4.107008,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100308, 7:30 AM, 7:53 AM,25S WALK,3   PIKE,0.29,12,39,4.107008,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100303, 7:59 AM, 8:23 AM,25S WALK,3   PIKE,0.33,14,48,4.107008,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306, 8:29 AM, 8:53 AM,25S WALK,3   PIKE,0.55,23,68,4.107008,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302, 8:57 AM, 9:23 AM,25S WALK,3   PIKE,0.52,22,62,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100308, 9:27 AM, 9:53 AM,25S WALK,3   PIKE,0.57,24,69,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100303, 9:57 AM,10:23 AM,25S WALK,3   PIKE,0.57,24,76,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306,10:28 AM,10:54 AM,25S WALK,3   PIKE,0.69,29,85,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302,10:57 AM,11:23 AM,25S WALK,3   PIKE,0.6,25,67,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100308,11:26 AM,11:52 AM,25S WALK,3   PIKE,0.4,17,58,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100303,11:58 AM,12:24 PM,25S WALK,3   PIKE,0.48,20,69,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306,12:28 PM,12:54 PM,25S WALK,3   PIKE,0.67,28,78,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302,12:56 PM, 1:22 PM,25S WALK,3   PIKE,0.76,32,99,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100308, 1:26 PM, 1:52 PM,25S WALK,3   PIKE,0.55,23,74,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100303, 1:58 PM, 2:24 PM,25S WALK,3   PIKE,0.62,26,74,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306, 2:28 PM, 2:54 PM,25S WALK,3   PIKE,0.55,23,88,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302, 2:56 PM, 3:22 PM,25S WALK,3   PIKE,1.02,43,136,4.107008,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100308, 3:26 PM, 3:53 PM,25S WALK,3   PIKE,0.74,31,98,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100303, 3:57 PM, 4:24 PM,25S WALK,3   PIKE,0.6,25,78,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306, 4:26 PM, 4:53 PM,25S WALK,3   PIKE,0.6,25,84,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302, 4:56 PM, 5:23 PM,25S WALK,3   PIKE,0.45,19,53,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100308, 5:26 PM, 5:53 PM,25S WALK,3   PIKE,0.62,26,84,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100303, 5:56 PM, 6:23 PM,25S WALK,3   PIKE,0.43,18,60,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306, 6:33 PM, 7:00 PM,25S WALK,3   PIKE,0.38,16,51,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302, 7:03 PM, 7:30 PM,25S WALK,3   PIKE,0.43,18,58,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100305, 7:33 PM, 8:00 PM,25S WALK,3   PIKE,0.33,14,49,4.107008,0.45,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100304, 8:05 PM, 8:30 PM,25S WALK,3   PIKE,0.38,16,50,4.107008,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306, 8:35 PM, 9:00 PM,25S WALK,3   PIKE,0.31,13,43,4.107008,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302, 9:05 PM, 9:30 PM,25S WALK,3   PIKE,0.33,14,38,4.107008,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100305, 9:35 PM,10:00 PM,25S WALK,3   PIKE,0.36,15,53,4.107008,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100304,10:05 PM,10:30 PM,25S WALK,3   PIKE,0.29,12,41,4.107008,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306,10:36 PM,11:00 PM,25S WALK,3   PIKE,0.21,9,35,4.107008,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100302,11:00 PM,11:24 PM,25S WALK,3   PIKE,0.12,5,30,4.107008,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100305,11:31 PM,11:55 PM,25S WALK,3   PIKE,0.21,9,32,4.107008,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100304,12:00 AM,12:24 AM,25S WALK,3   PIKE,0.14,6,22,4.107008,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,I,100306,12:31 AM,12:55 AM,25S WALK,3   PIKE,0.07,3,15,4.107008,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100303, 5:32 AM, 5:57 AM,2   LEN ,25S WALK,0.12,5,19,4.394318,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302, 6:30 AM, 6:50 AM,3   UNON,25S WALK,0.83,35,60,3.814394,0.33,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100303, 7:19 AM, 7:41 AM,3   UNON,25S WALK,0.36,15,41,3.814394,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100306, 7:49 AM, 8:11 AM,3   UNON,25S WALK,0.24,10,22,3.814394,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302, 8:19 AM, 8:41 AM,3   UNON,25S WALK,0.29,12,35,3.814394,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100308, 8:49 AM, 9:12 AM,3   UNON,25S WALK,0.45,19,39,3.814394,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100303, 9:19 AM, 9:42 AM,3   UNON,25S WALK,0.36,15,37,3.814394,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100306, 9:49 AM,10:12 AM,3   UNON,25S WALK,0.52,22,44,3.814394,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302,10:19 AM,10:43 AM,3   UNON,25S WALK,0.5,21,42,3.814394,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100308,10:49 AM,11:13 AM,3   UNON,25S WALK,0.43,18,32,3.814394,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100303,11:19 AM,11:44 AM,3   UNON,25S WALK,0.5,21,60,3.814394,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100306,11:49 AM,12:14 PM,3   UNON,25S WALK,0.57,24,62,3.814394,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302,12:21 PM,12:46 PM,3   UNON,25S WALK,0.76,32,65,3.814394,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100308,12:51 PM, 1:16 PM,3   UNON,25S WALK,0.6,25,43,3.814394,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100303, 1:19 PM, 1:44 PM,3   UNON,25S WALK,0.38,16,29,3.814394,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100306, 1:49 PM, 2:15 PM,3   UNON,25S WALK,0.74,31,62,3.814394,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302, 2:21 PM, 2:47 PM,3   UNON,25S WALK,0.79,33,58,3.814394,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100308, 2:51 PM, 3:17 PM,3   UNON,25S WALK,0.55,23,44,3.814394,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100303, 3:19 PM, 3:45 PM,3   UNON,25S WALK,0.74,31,44,3.814394,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100306, 3:49 PM, 4:15 PM,3   UNON,25S WALK,0.79,33,74,3.814394,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302, 4:21 PM, 4:47 PM,3   UNON,25S WALK,0.95,40,48,3.814394,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100308, 4:51 PM, 5:17 PM,3   UNON,25S WALK,0.76,32,62,3.814394,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100303, 5:19 PM, 5:45 PM,3   UNON,25S WALK,0.76,32,60,3.814394,0.43,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100306, 5:49 PM, 6:14 PM,3   UNON,25S WALK,0.71,30,67,3.814394,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302, 6:19 PM, 6:44 PM,3   UNON,25S WALK,1.17,49,96,3.814394,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100301, 6:33 PM, 6:58 PM,3   UNON,25S WALK,0.71,30,38,3.814394,0.42,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100305, 7:00 PM, 7:24 PM,3   UNON,25S WALK,0.6,25,50,3.814394,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100304, 7:30 PM, 7:54 PM,3   UNON,25S WALK,0.64,27,48,3.814394,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100306, 8:00 PM, 8:24 PM,3   UNON,25S WALK,0.52,22,38,3.814394,0.4,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302, 8:30 PM, 8:53 PM,3   UNON,25S WALK,0.76,32,42,3.814394,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100305, 9:00 PM, 9:23 PM,3   UNON,25S WALK,0.55,23,31,3.814394,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100304, 9:30 PM, 9:53 PM,3   UNON,25S WALK,0.52,22,31,3.814394,0.38,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100306,10:00 PM,10:22 PM,3   UNON,25S WALK,0.62,26,57,3.814394,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100302,10:30 PM,10:52 PM,3   UNON,25S WALK,0.62,26,33,3.814394,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
4,S,,O,100305,11:00 PM,11:22 PM,3   UNON,25S WALK,0.33,14,22,3.814394,0.37,42,41,SA,O,142.92,9,,,,,,,,,,,,,,,,,,
